cve_id,project_name,programming_language,file_path,function_name,cwe_id,patch_size,fix_commit_hash
CVE-2020-11668,torvalds/linux,C,drivers/media/usb/gspca/xirlink_cit.c,sd_isoc_init,CWE-476,18,a246b4d547708f33ff4d4b9a7a5dbac741dc89d8
CVE-2020-11668,torvalds/linux,C,drivers/media/usb/gspca/xirlink_cit.c,sd_isoc_init,CWE-476,18,a246b4d547708f33ff4d4b9a7a5dbac741dc89d8
CVE-2020-11668,torvalds/linux,C,drivers/media/usb/gspca/xirlink_cit.c,sd_isoc_init,CWE-476,18,a246b4d547708f33ff4d4b9a7a5dbac741dc89d8
CVE-2020-11668,torvalds/linux,C,drivers/media/usb/gspca/xirlink_cit.c,sd_isoc_init,CWE-476,18,a246b4d547708f33ff4d4b9a7a5dbac741dc89d8
CVE-2020-11668,torvalds/linux,C,drivers/media/usb/gspca/xirlink_cit.c,sd_isoc_init,CWE-476,18,a246b4d547708f33ff4d4b9a7a5dbac741dc89d8
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer_body,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer_body,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer_body,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer_body,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer_body,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer_body,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer_body,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-12657,torvalds/linux,C,block/bfq-iosched.c,bfq_idle_slice_timer_body,CWE-416,16,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
CVE-2020-11565,torvalds/linux,C,mm/mempolicy.c,mpol_parse_str,CWE-787,6,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-11565,torvalds/linux,C,mm/mempolicy.c,mpol_parse_str,CWE-787,6,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-11565,torvalds/linux,C,mm/mempolicy.c,mpol_parse_str,CWE-787,6,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-11565,torvalds/linux,C,mm/mempolicy.c,mpol_parse_str,CWE-787,6,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-11565,torvalds/linux,C,mm/mempolicy.c,mpol_parse_str,CWE-787,6,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-11565,torvalds/linux,C,mm/mempolicy.c,mpol_parse_str,CWE-787,6,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-11565,torvalds/linux,C,mm/mempolicy.c,mpol_parse_str,CWE-787,6,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-11565,torvalds/linux,C,mm/mempolicy.c,mpol_parse_str,CWE-787,6,aa9f7d5172fac9bf1f09e678c35e287a40a7b7dd
CVE-2020-12659,torvalds/linux,C,net/xdp/xdp_umem.c,xdp_umem_reg,CWE-787,5,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12659,torvalds/linux,C,net/xdp/xdp_umem.c,xdp_umem_reg,CWE-787,5,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12659,torvalds/linux,C,net/xdp/xdp_umem.c,xdp_umem_reg,CWE-787,5,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12659,torvalds/linux,C,net/xdp/xdp_umem.c,xdp_umem_reg,CWE-787,5,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12659,torvalds/linux,C,net/xdp/xdp_umem.c,xdp_umem_reg,CWE-787,5,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12659,torvalds/linux,C,net/xdp/xdp_umem.c,xdp_umem_reg,CWE-787,5,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12659,torvalds/linux,C,net/xdp/xdp_umem.c,xdp_umem_reg,CWE-787,5,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12659,torvalds/linux,C,net/xdp/xdp_umem.c,xdp_umem_reg,CWE-787,5,99e3a236dd43d06c65af0a2ef9cb44306aef6e02
CVE-2020-12464,torvalds/linux,C,drivers/usb/core/message.c,usb_sg_cancel,CWE-416,9,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-12464,torvalds/linux,C,drivers/usb/core/message.c,usb_sg_cancel,CWE-416,9,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-12464,torvalds/linux,C,drivers/usb/core/message.c,usb_sg_cancel,CWE-416,9,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-12464,torvalds/linux,C,drivers/usb/core/message.c,usb_sg_cancel,CWE-416,9,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-12464,torvalds/linux,C,drivers/usb/core/message.c,usb_sg_cancel,CWE-416,9,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-12464,torvalds/linux,C,drivers/usb/core/message.c,usb_sg_cancel,CWE-416,9,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-12464,torvalds/linux,C,drivers/usb/core/message.c,usb_sg_cancel,CWE-416,9,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-12464,torvalds/linux,C,drivers/usb/core/message.c,usb_sg_cancel,CWE-416,9,056ad39ee9253873522f6469c3364964a322912b
CVE-2020-36766,torvalds/linux,C,drivers/media/cec/core/cec-api.c,cec_adap_g_log_addrs,NVD-CWE-noinfo,8,6c42227c3467549ddc65efe99c869021d2f4a570
CVE-2020-36766,torvalds/linux,C,drivers/media/cec/core/cec-api.c,cec_adap_g_log_addrs,NVD-CWE-noinfo,8,6c42227c3467549ddc65efe99c869021d2f4a570
CVE-2020-36766,torvalds/linux,C,drivers/media/cec/core/cec-api.c,cec_adap_g_log_addrs,NVD-CWE-noinfo,8,6c42227c3467549ddc65efe99c869021d2f4a570
CVE-2020-36766,torvalds/linux,C,drivers/media/cec/core/cec-api.c,cec_adap_g_log_addrs,NVD-CWE-noinfo,8,6c42227c3467549ddc65efe99c869021d2f4a570
CVE-2020-36766,torvalds/linux,C,drivers/media/cec/core/cec-api.c,cec_adap_g_log_addrs,NVD-CWE-noinfo,8,6c42227c3467549ddc65efe99c869021d2f4a570
CVE-2020-36766,torvalds/linux,C,drivers/media/cec/core/cec-api.c,cec_adap_g_log_addrs,NVD-CWE-noinfo,8,6c42227c3467549ddc65efe99c869021d2f4a570
CVE-2020-36766,torvalds/linux,C,drivers/media/cec/core/cec-api.c,cec_adap_g_log_addrs,NVD-CWE-noinfo,8,6c42227c3467549ddc65efe99c869021d2f4a570
CVE-2020-36766,torvalds/linux,C,drivers/media/cec/core/cec-api.c,cec_adap_g_log_addrs,NVD-CWE-noinfo,8,6c42227c3467549ddc65efe99c869021d2f4a570
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_update,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_update,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_update,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_update,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_update,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_update,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_update,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_update,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_init,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_init,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_init,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_init,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_init,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_init,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_init,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_init,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrolldelta,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrolldelta,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrolldelta,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrolldelta,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrolldelta,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrolldelta,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrolldelta,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrolldelta,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_switch,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_startup,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scroll,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scroll,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scroll,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scroll,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scroll,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scroll,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scroll,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scroll,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_reset,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_reset,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_reset,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_reset,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_reset,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_reset,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_reset,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_scrollback_reset,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_restore_screen,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
CVE-2020-28097,torvalds/linux,C,drivers/video/console/vgacon.c,vgacon_restore_screen,CWE-125,221,973c096f6a85e5b5f2a295126ba6928d9a6afd45
