cve_id,cwe_id,hash,stars,forks,num_files_changed,num_functions_changed,lines_added,lines_deleted,commit_message_length,repository_age,has_cwe_description,language_Batchfile,language_C,language_C#,language_C++,language_CSS,language_CoffeeScript,language_Erlang,language_Go,language_HTML,language_Haskell,language_Java,language_JavaScript,language_Jupyter Notebook,language_Lua,language_Markdown,language_Matlab,language_Objective-C,language_PHP,language_Perl,language_PowerShell,language_Python,language_R,language_Ruby,language_Rust,language_SQL,language_Scala,language_Shell,language_Swift,language_TypeScript,language_Unknown,language_unknown
CVE-2021-39133,CWE-352,67c4eedeaf9509fc0b255aff15977a5229ef13b9,5436.0,902.0,0,0,0,0,99,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2023-0780,CWE-1021,8450bdf7e1dc23e9d88adf30a2aa9101c0c41720,350.0,41.0,2,0,5,0,69,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-37169,NVD-CWE-noinfo,9336020c5e603323f5cf4a2ac3bb9a7735cf61f7,136.0,26.0,3,2,38,3,670,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CVE-2022-24803,CWE-78,cbaccf3de533cbca224bf61d0b74e4b84d41d8ee,9.0,5.0,1,2,10,4,63,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CVE-2020-36565,CWE-22,4422e3b66b9fd498ed1ae1d0242d660d0ed3faaa,29101.0,2207.0,0,0,0,0,114,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2022-21724,CWE-665,f4d0ed69c0b3aae8531d83d6af4c57f22312c813,1458.0,829.0,12,42,240,22,191,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-31501,CWE-22,f25543dfc62a9694d7e4f67eebfa45e3de916053,4.0,6.0,1,2,3,1,2376,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2020-7778,CWE-78,73dce8d717ca9c3b7b0d0688254b8213b957f0fa,2658.0,302.0,14,14,224,66,48,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-35846,CWE-89,33e7199575631ba1f74cba6b16b10c820bec59af,5389.0,522.0,2,4,2,2,50,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-38072,CWE-129,5fab257268a0ee6f832c18d72af89810a29fbd5f,213.0,75.0,1,2,2,1,64,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-29190,NVD-CWE-noinfo,5a8eeee73c5f504a6c3abdf2a139a13804efdb77,16784.0,3171.0,7,3,128,68,68,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-2288,CWE-352,ed085e6effab2b1e25ba2b00366a16ff67d8551b,4115.0,522.0,0,0,0,0,72,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2023-25577,CWE-770,517cac5a804e8c4dc4ed038bb20dacd038e7a9f1,6595.0,1722.0,0,0,0,0,93,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2020-8955,CWE-120,6f4f147d8e86adf9ad34a8ffd7e7f1f23a7e74da,2891.0,323.0,4,4,26,18,124,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-38997,CWE-22,448762d440b51574f1906c0ec2f5ea6dc4f16eb2,3108.0,702.0,2,0,6,6,67,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2023-28442,CWE-200,f44cb074d8361c0f4e625013675bdd7bd8203df6,10.0,42.0,1,0,11,10,59,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CVE-2023-5586,CWE-476,ca1b48f0abe71bf81a58995d7d75dc27f5a17ddc,2667.0,524.0,2,2,16,0,11,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-23574,CWE-125,0657c83d08845cc434175934c642299de2c0f042,184259.0,74089.0,2,4,2,2,133,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-23544,CWE-918,d0f95b50737c941b29d507a4cc3545f2dc6ab121,11294.0,2507.0,10,17,63,63,24,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-29524,CWE-369,fca9874a9b42a2134f907d2fb46ab774a831404a,184259.0,74089.0,2,2,8,0,116,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-4049,CWE-352,e7fe1aa6a087d4d21b2e8a0dadd2e08f42acbb57,1927.0,699.0,8,0,20,8,19,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-1160,CWE-122,2bdad6126778f907c0b98002bfebf0e611a3f5db,35682.0,5349.0,6,2,28,0,148,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-8890,CWE-367,c1a0b3b2809b21b4df8c1efbc803aff700e262c3,5133.0,1366.0,2,4,14,8,86,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-27307,NVD-CWE-noinfo,c907b5e517bb718015fcbd993d742ba6202f2be2,1993.0,215.0,2,0,29,1,86,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-24903,CWE-1284,f211042ecbb472f9d8beb4678a65d272b6f07705,1993.0,643.0,0,0,0,0,81,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2023-3067,CWE-79,4c3fcc3ea6f37debcb87ac1a7f5698c27be0e67b,26359.0,1810.0,1,2,1,1,44,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-28627,CWE-78,66d4be8f0872bd5ddcdc5c5a58cb014d22834a45,1750.0,272.0,1,3,7,5,115,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2021-43616,CWE-345,457e0ae61bbc55846f5af44afa4066921923490f,8217.0,3010.0,16,18,608,0,393,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-3026,CWE-79,c7ac634055c3edfabc7729fc4298a5ab7bfbf384,39883.0,7455.0,13,8524,5768,5731,14,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-26278,CWE-250,a0ac81b3b4cae6d0dcaf3732fd91cedefc89f720,6612.0,667.0,10,0,10,10,58,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-21221,CWE-22,6b5bc7bb304975147b4af68df54ac214ed2554c1,21418.0,1737.0,2,0,74,15,168,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-35178,NVD-CWE-noinfo,79fbf801c5908f4d1d9bc90004b74cfaaeeed2df,471.0,284.0,4,8,162,114,742,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2023-40013,CWE-79,d3562fc08497aec5f33eb82017fa1417b3319e2c,191.0,19.0,0,0,0,0,66,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2021-32839,CWE-400,8238a9e450ed1524e40cb3a8b0b3c00606903aeb,3653.0,687.0,4,10,42,2,68,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2021-29369,CWE-78,23671d4d3d28570fb19a936a6328bfac742410de,0.0,0.0,8,2,112,4,17,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-31245,CWE-287,a01cbc8c3d3b8bb7720bf3ff234671b4c0e1859c,18.0,11.0,2,4,2,2,42,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2022-0476,CWE-400,27fe8031782d3a06c3998eaa94354867864f9f1b,20059.0,2961.0,2,8,40,28,98,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-28793,CWE-863,1dd3e878a5559e3dfe0e48f145c90418b208c5af,344.0,95.0,12,58,646,104,42,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-23451,CWE-330,b27de1ce439ae7f533cec26677e9698671275b70,73.0,21.0,8,6,1128,1006,41,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-5897,CWE-352,407ba30f12f78efe79122591c1d85709c10b6831,0.0,18.0,2,0,4,1,63,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-2912,CWE-1188,fd70379733c57c6368cc022ac1f841b7b426db7b,6836.0,767.0,6,10,76,38,343,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2022-46180,CWE-79,c10bc4a08bf865cee20e5d5dffba535762813f0f,3.0,5.0,2,0,2,2,43,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-27927,NVD-CWE-noinfo,a42947231104a9ec3436fc52cedb31740c9a7069,31053.0,6935.0,6,0,16,14,196,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-23679,CWE-384,0189975691e9e6407a9fee87006f730e84f734ff,198.0,34.0,2,7,52,19,40,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-21632,CWE-287,f132078389612b797c872b45bd0e0b47382414c1,37.0,58.0,7,16,230,5,29,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-1095,CWE-476,580077855a40741cf511766129702d97ff02f4d9,175222.0,52671.0,2,2,2,0,886,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-3000,CWE-79,eebc12601495ada38495076bec12841b2477516b,1695.0,732.0,4,0,24,24,58,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-46250,NVD-CWE-noinfo,a91879bd58fa83b09283c0708a1864cdf067c64a,9.0,1.0,2,4,2,2,292,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-31123,CWE-287,bd80ba833b9023d39ca22e29874296c8729dd53b,8.0,2.0,1,2,1,1,49,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-11099,CWE-125,6ade7b4cbfd71c54b3d724e8f2d6ac76a58e879a,10587.0,14661.0,2,2,18,0,121,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-29023,NVD-CWE-noinfo,49f018fd9fe64fcd417d7c2ef96078bd7b2b88b7,369.0,268.0,6,13,35,39,179,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-36403,CWE-787,dcd4b7304941a8832fba2d0fc4c1e716e7a4e72c,789.0,447.0,2,4,6,4,376,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-33968,CWE-862,c20be8f5fa26e54005a90c645e80b11481a65053,8301.0,1784.0,2,8,42,10,79,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-41278,CWE-327,8fa13c6388ce76a6b878b54490eac61aa7d81165,42.0,80.0,9,29,734,9,212,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-1170,CWE-122,1c73b65229c25e3c1fd8824ba958f7cc4d604f9c,35682.0,5349.0,6,4,46,2,187,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-44900,CWE-22,1bb43f17515c7f69673a1c88ab9cc72a7bbef406,444.0,72.0,5,29,158,53,660,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-1882,CWE-79,49db615c300ae0f87795f20570f6f5bdccb1d2f2,581.0,255.0,3,0,5,4,46,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-13111,CWE-20,a5c3079f1d8996d5f34c9384a440acf3519ca3bb,visit repo url,visit repo url,4,8,104,44,195,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-41212,CWE-125,fa6b7782fbb14aa08d767bc799c531f5e1fb3bb8,184259.0,74089.0,4,6,80,4,191,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-28959,CWE-79,0394b44774555ae8331b6e65e35065dfa0bb41e4,82.0,28.0,2,0,28,4,52,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-3917,CWE-276,2a36405339c87b16ed6c76e91ad5b76638fbdb0c,218.0,91.0,2,4,52,6,252,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CVE-2022-23467,CWE-125,33aa7f07d54ae066f201c6d298cb4a2181cb90e6,3537.0,522.0,1,1,8,0,233,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-41226,CWE-125,f410212e373eb2aec4c9e60bf3702eba99a38aba,184259.0,74089.0,2,2,20,0,131,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-41191,CWE-116,58a22260eca40b1a0377daf61ccd8c4dc1440e03,13.0,14.0,0,0,0,0,57,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2022-46166,CWE-94,c14c3ec12533f71f84de9ce3ce5ceb7991975f75,12261.0,3071.0,9,68,100,80,23,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-6345,CWE-94,88807c7062788254f654ea8c03427adc859321f0,2401.0,1167.0,0,0,0,0,95,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2021-33040,CWE-79,ab4dd46408cce0324e1c67de4a3ba96b59e5012e,6324.0,1081.0,16,18,37656,56,21,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-3795,CWE-1333,11c66245f4e1976dccc52977ed183696a21a3fd7,142.0,33.0,6,4,24,6,23,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-39355,CWE-416,d6f9d33a7db0b346195b6a15b5b99944ba41beee,10587.0,14661.0,2,8,70,54,24,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-23413,NVD-CWE-noinfo,22357494f424178cb416cdb7d93b26dd4f824b36,9655.0,1294.0,4,8,14,8,162,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2021-29439,CWE-863,a220359877fd1281f76ba732e5308e0e3002e4b1,355.0,225.0,0,0,0,0,30,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2021-43114,NVD-CWE-Other,eb68ebbaab50f3365aa51bbaa17cb862bf4607fa,47.0,23.0,6,43,243,352,337,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-11048,CWE-125,9301bfe730c66180263248b74353daa99f5a969b,10587.0,14661.0,2,8,32,14,57,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-3520,CWE-122,36343ae0fb7247e060abfd35fb8e4337b33abb4b,35682.0,5349.0,6,2,32,0,203,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-48013,CWE-415,cd8a95c1efb8f5bfc950b86c2ef77b4c76f6b893,2667.0,524.0,2,2,24,0,11,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-22458,CWE-190,16f408b1a0121cacd44cbf8aee275d69dc627f02,65765.0,23611.0,8,8,44,4,168,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2020-25459,CWE-668,6feccf6d752184a6f9365d56a76fe627983e7139,5597.0,1544.0,2,6,28,2,90,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CVE-2022-0588,CWE-862,95970af78e4c899744a715766d744deef8c505f7,3653.0,2238.0,4,0,60,48,215,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2024-3104,CWE-78,bfedfebfab032e6f4d5a369c8a2f947c5d0c5286,17858.0,1925.0,1,3,11,3,47,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-0394,CWE-79,d7b85466c217b3750eaccc8703ce54ba8785c4d3,1927.0,699.0,6,0,8,8,33,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2022-0941,CWE-79,4b6e6603c714aab1de346c5f5cb0bbb4c871be1f,12125.0,2181.0,0,0,0,0,79,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2022-27246,CWE-79,08a07a38ae81f3b55d81cfcd4501ac1eb1c9c4dc,5133.0,1366.0,8,2,32,2,43,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CVE-2023-28628,CWE-601,f46db3e84846f79e14bfee0101d9c7a872321820,243.0,21.0,0,0,0,0,107,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CVE-2023-4681,CWE-476,4bac19ad854159b21ba70d8ab7c4e1cd1db8ea1c,2667.0,524.0,6,12,50,20,11,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
